ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,ingreso_adicional,ingreso_terceros,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,gasto_basico,gastos_operativos,gastos_financieros,deuda_total_financiera,puntaje_experian,aprobado
SOL-000014,39,F,conviviente,Familiar,3,Sierra,Periurbano,6404,349,Quincenal,1410,963,Servicios,2122,74,551.72,740,134,121,764,508,1
SOL-000015,56,M,soltero,Familiar,5,Selva,Periurbano,860,300,Diario,117,1252,Produccion,15314,68,4900.48,1080,51,444,4049,520,1
SOL-000016,32,F,divorciado,Familiar,2,Sierra,Urbano,5550,336,Quincenal,801,373,Transporte,4431,62,1683.78,670,145,248,1394,424,1
SOL-000017,58,F,casado,Alquilada,1,Costa,Rural,8886,62,Quincenal,496,75,Produccion,4584,50,2292,430,183,1247,1741,312,0
SOL-000018,66,M,casado,Alquilada,4,Sierra,Periurbano,2069,48,Semanal,659,416,Comercio,16559,58,6954.78,890,179,997,4541,484,1
SOL-000019,67,M,divorciado,Familiar,3,Sierra,Urbano,6801,174,Quincenal,57,1633,Servicios,1479,75,369.75,830,56,1208,831,360,0
SOL-000020,37,M,conviviente,Propia,6,Costa,Rural,685,164,Semanal,97,1238,Transporte,17552,40,10531.2,1150,176,192,4461,612,1
SOL-000021,41,M,viudo,Propia,3,Costa,Urbano,2752,41,Semanal,1705,592,Servicios,1108,35,720.2,890,146,1072,2094,477,0
SOL-000022,64,M,conviviente,Alquilada,3,Sierra,Urbano,8263,346,Mensual,1254,1804,Comercio,13498,13,11743.26,830,177,809,668,542,1
SOL-000023,31,F,conviviente,Familiar,2,Sierra,Periurbano,6108,172,Quincenal,1349,7,Transporte,13551,74,3523.26,590,124,150,3651,495,1
SOL-000024,41,F,casado,Propia,5,Sierra,Urbano,1439,308,Semanal,1069,1927,Servicios,16424,57,7062.32,1180,186,402,4315,723,1
SOL-000025,22,M,casado,Alquilada,2,Costa,Periurbano,4177,260,Mensual,160,1429,Servicios,14879,43,8481.03,630,196,1118,2332,477,1
SOL-000026,27,M,conviviente,Familiar,6,Selva,Rural,4960,199,Semanal,90,1835,Comercio,17423,70,5226.9,970,156,850,2939,328,1
SOL-000027,42,M,conviviente,Familiar,2,Costa,Urbano,6895,323,Quincenal,561,1462,Comercio,4531,72,1268.68,710,127,1011,3392,322,1
SOL-000028,63,M,viudo,Propia,3,Sierra,Rural,978,101,Diario,1667,518,Produccion,12945,76,3106.8,630,91,765,4767,620,1
SOL-000029,61,M,soltero,Propia,5,Costa,Urbano,4276,85,Semanal,1303,1176,Servicios,4410,62,1675.8,1250,190,1320,2425,680,0
SOL-000030,20,F,divorciado,Propia,4,Sierra,Periurbano,3511,41,Mensual,881,1064,Produccion,8829,80,1765.8,890,64,689,3664,585,1
SOL-000031,49,M,viudo,Familiar,3,Sierra,Urbano,6868,224,Mensual,1195,1747,Comercio,16725,70,5017.5,830,59,1194,2681,770,1
SOL-000032,68,M,casado,Propia,4,Sierra,Urbano,2609,140,Semanal,464,1249,Servicios,13728,57,5903.04,1000,92,377,2444,608,1
SOL-000033,18,M,divorciado,Propia,3,Costa,Periurbano,7958,349,Quincenal,1464,540,Transporte,12222,68,3911.04,790,65,882,797,761,1
SOL-000034,51,F,viudo,Familiar,5,Sierra,Rural,2367,59,Semanal,1837,1387,Produccion,1381,71,400.49,890,98,797,3435,570,1
SOL-000035,30,M,conviviente,Alquilada,3,Selva,Periurbano,4827,145,Diario,365,783,Produccion,13391,70,4017.3,740,53,1059,1600,397,1
SOL-000036,31,M,soltero,Propia,6,Costa,Rural,9499,43,Quincenal,888,1549,Produccion,19959,72,5588.52,1150,142,1419,3661,642,1
SOL-000037,24,M,conviviente,Alquilada,4,Sierra,Periurbano,736,170,Semanal,871,1456,Produccion,14427,63,5337.99,890,66,597,2521,495,1
SOL-000038,62,F,soltero,Propia,6,Selva,Periurbano,6904,341,Diario,677,343,Comercio,14769,63,5464.53,1240,81,429,4733,746,1
SOL-000039,23,M,casado,Familiar,6,Sierra,Urbano,9062,91,Mensual,563,1029,Transporte,2616,72,732.48,1350,106,423,2652,800,0
SOL-000040,68,F,viudo,Familiar,4,Selva,Urbano,4947,102,Quincenal,478,1817,Comercio,14092,73,3804.84,990,104,1329,4792,609,1
SOL-000041,31,F,viudo,Familiar,1,Costa,Urbano,4109,231,Semanal,1510,1921,Servicios,12789,70,3836.7,550,186,126,3902,310,1
SOL-000042,45,F,casado,Propia,2,Selva,Rural,4414,88,Quincenal,650,403,Transporte,6273,35,4077.45,470,140,1109,3778,620,1
SOL-000043,63,F,soltero,Propia,4,Sierra,Urbano,9687,148,Mensual,837,1613,Transporte,2271,56,999.24,1000,200,514,2670,326,1
SOL-000044,61,F,soltero,Familiar,1,Selva,Urbano,5769,213,Diario,131,1955,Comercio,3882,15,3299.7,490,66,371,3603,520,1
SOL-000045,54,F,casado,Propia,1,Costa,Rural,5495,354,Semanal,417,1762,Produccion,9770,55,4396.5,430,125,625,3688,341,1
SOL-000046,67,M,divorciado,Familiar,3,Sierra,Urbano,8956,173,Diario,860,412,Servicios,2704,60,1081.6,830,172,1347,4191,830,0
SOL-000047,35,F,casado,Alquilada,6,Costa,Urbano,4679,254,Quincenal,1952,1409,Comercio,16538,32,11245.84,1440,167,1452,3429,324,1
SOL-000048,64,F,divorciado,Alquilada,1,Selva,Rural,8112,200,Mensual,330,1662,Comercio,1233,63,456.21,350,164,335,3160,493,1
SOL-000049,37,F,viudo,Propia,5,Sierra,Urbano,6838,129,Mensual,802,1051,Servicios,12031,63,4451.47,1180,172,1222,2090,454,1
SOL-000050,25,F,casado,Alquilada,6,Selva,Rural,9066,51,Semanal,1390,784,Comercio,16997,66,5778.98,970,127,544,1808,341,1
SOL-000051,42,F,divorciado,Familiar,5,Sierra,Urbano,685,246,Mensual,1397,374,Servicios,8156,65,2854.6,1180,77,498,418,842,1
SOL-000052,37,F,soltero,Propia,5,Costa,Urbano,4404,217,Mensual,1301,1703,Produccion,3329,75,832.25,1250,165,900,1110,343,1
SOL-000053,61,M,conviviente,Propia,5,Selva,Urbano,7686,147,Diario,595,427,Transporte,15835,50,7917.5,1160,177,1177,2182,715,1
SOL-000054,31,M,conviviente,Familiar,3,Selva,Rural,5229,58,Semanal,707,45,Produccion,6358,10,5722.2,590,133,1215,3749,681,1
SOL-000055,68,M,divorciado,Alquilada,3,Costa,Periurbano,2973,149,Semanal,1488,3,Produccion,11267,18,9238.94,790,70,170,4945,600,1
SOL-000056,30,F,casado,Alquilada,3,Costa,Rural,537,308,Quincenal,389,926,Servicios,7655,72,2143.4,700,58,863,1602,560,1
SOL-000057,68,M,viudo,Propia,6,Costa,Rural,6985,41,Quincenal,414,862,Servicios,4208,63,1556.96,1150,70,1183,4589,775,0
SOL-000058,41,F,soltero,Propia,3,Selva,Rural,4379,80,Diario,676,1280,Transporte,2294,72,642.32,590,84,1455,1445,698,0
SOL-000059,39,F,conviviente,Propia,5,Costa,Urbano,9101,256,Mensual,901,1454,Comercio,1323,20,1058.4,1250,199,435,4539,352,1
SOL-000060,56,M,casado,Propia,3,Costa,Periurbano,5369,82,Quincenal,776,183,Produccion,1809,52,868.32,790,167,133,2710,415,1
SOL-000061,40,F,conviviente,Familiar,6,Sierra,Rural,1300,230,Semanal,1967,1385,Comercio,7160,71,2076.4,1020,70,643,4908,766,1
SOL-000062,27,F,soltero,Familiar,2,Sierra,Rural,1095,43,Diario,613,890,Produccion,8550,41,5044.5,520,147,406,335,659,1
SOL-000063,70,M,soltero,Alquilada,2,Sierra,Urbano,8712,250,Mensual,1309,557,Comercio,1858,63,687.46,670,74,944,4876,477,0
SOL-000064,50,M,soltero,Familiar,2,Selva,Urbano,3390,231,Diario,1068,631,Produccion,19602,74,5096.52,640,78,828,4833,823,1
SOL-000065,42,F,conviviente,Propia,2,Costa,Rural,7311,77,Quincenal,1121,563,Produccion,5368,70,1610.4,560,109,1160,1387,501,1
SOL-000066,24,M,conviviente,Familiar,1,Sierra,Rural,5605,229,Semanal,1441,1813,Produccion,17783,69,5512.73,390,140,135,1276,397,1
SOL-000067,46,F,casado,Propia,6,Sierra,Periurbano,8445,358,Diario,1660,1874,Servicios,10862,32,7386.16,1210,145,467,4555,547,1
SOL-000068,54,F,conviviente,Alquilada,2,Costa,Urbano,7631,345,Diario,703,785,Produccion,7458,40,4474.8,710,69,495,483,556,1
SOL-000069,28,F,conviviente,Propia,2,Costa,Urbano,7132,209,Quincenal,1029,1924,Servicios,2710,18,2222.2,710,82,182,4985,363,1
SOL-000070,33,M,viudo,Familiar,3,Sierra,Periurbano,3364,317,Quincenal,1933,683,Transporte,17578,74,4570.28,740,163,711,3219,570,1
SOL-000071,37,F,divorciado,Alquilada,3,Selva,Rural,1751,131,Semanal,1339,1164,Comercio,17945,18,14714.9,590,129,640,2668,441,1
SOL-000072,45,M,conviviente,Alquilada,3,Sierra,Urbano,2385,82,Mensual,619,1936,Produccion,10099,63,3736.63,830,200,1236,2812,592,1
SOL-000073,62,M,divorciado,Familiar,5,Selva,Urbano,6560,188,Mensual,1512,1984,Produccion,1500,70,450,1160,106,483,3653,348,1
SOL-000074,42,M,soltero,Familiar,2,Costa,Periurbano,2589,179,Mensual,1464,110,Servicios,18886,53,8876.42,630,94,932,3242,538,1
SOL-000075,59,F,soltero,Propia,5,Costa,Urbano,4698,60,Quincenal,418,1927,Transporte,9143,18,7497.26,1250,125,1478,4140,540,1
SOL-000076,26,M,divorciado,Propia,4,Selva,Rural,1695,142,Mensual,674,254,Produccion,10750,70,3225,710,104,170,4004,758,1
SOL-000077,53,F,soltero,Propia,2,Selva,Periurbano,8985,187,Diario,855,1204,Transporte,6778,58,2846.76,580,78,452,3708,690,1
SOL-000078,48,M,conviviente,Familiar,4,Sierra,Urbano,2576,119,Mensual,94,205,Transporte,3360,15,2856,1000,136,821,1271,596,1
SOL-000079,68,F,soltero,Alquilada,2,Selva,Periurbano,6931,69,Quincenal,722,637,Servicios,8371,77,1925.33,580,131,1111,4412,815,1
SOL-000080,70,M,divorciado,Alquilada,1,Costa,Periurbano,3269,93,Diario,1463,1204,Comercio,15776,70,4732.8,480,172,190,2051,843,1
SOL-000081,35,F,divorciado,Familiar,4,Sierra,Urbano,8395,41,Quincenal,582,1130,Servicios,18967,56,8345.48,1000,138,835,1485,841,1
SOL-000082,25,F,divorciado,Alquilada,1,Selva,Urbano,5361,193,Diario,201,1387,Servicios,15742,70,4722.6,490,172,1465,1996,669,1
SOL-000083,31,F,casado,Propia,4,Sierra,Urbano,5306,175,Semanal,1359,1930,Produccion,13172,63,4873.64,1000,57,1437,3256,681,1
SOL-000084,60,F,divorciado,Propia,5,Costa,Rural,1176,47,Semanal,1749,1401,Servicios,7616,70,2284.8,1000,124,1149,3501,770,1
SOL-000085,63,M,viudo,Familiar,5,Sierra,Rural,5070,126,Mensual,615,735,Transporte,13911,68,4451.52,890,65,293,3871,417,1
SOL-000086,49,F,viudo,Familiar,5,Sierra,Periurbano,1990,92,Diario,429,1770,Servicios,11361,75,2840.25,1050,61,1084,2512,389,1
SOL-000087,41,F,conviviente,Propia,5,Costa,Periurbano,7237,38,Mensual,613,1770,Servicios,11417,60,4566.8,1130,58,829,3625,839,1
SOL-000088,52,F,soltero,Propia,2,Sierra,Periurbano,2916,250,Mensual,1871,900,Comercio,6281,55,2826.45,590,62,319,3511,682,1
SOL-000089,47,M,conviviente,Propia,4,Selva,Urbano,8786,86,Quincenal,254,826,Comercio,3743,71,1085.47,990,125,1474,4677,564,0
SOL-000090,29,M,divorciado,Familiar,3,Costa,Rural,3639,84,Quincenal,407,894,Servicios,4728,70,1418.4,700,120,398,4506,571,1
SOL-000091,32,F,soltero,Familiar,5,Selva,Periurbano,9030,110,Diario,458,1159,Transporte,1150,65,402.5,1080,183,461,626,605,0
SOL-000092,24,M,casado,Propia,5,Selva,Urbano,4297,303,Mensual,909,591,Transporte,9649,68,3087.68,1160,70,1165,1087,642,1
SOL-000093,19,M,viudo,Alquilada,3,Selva,Rural,1083,348,Semanal,700,786,Servicios,14178,65,4962.3,590,109,1378,902,575,1
SOL-000094,44,F,casado,Propia,3,Selva,Rural,4887,118,Quincenal,1459,1872,Transporte,9640,82,1735.2,590,198,223,4222,788,1
SOL-000095,40,F,conviviente,Alquilada,5,Sierra,Periurbano,4350,104,Diario,1058,101,Servicios,11568,71,3354.72,1050,167,163,2813,369,1
SOL-000096,45,M,soltero,Propia,3,Sierra,Rural,5664,39,Mensual,1363,292,Comercio,9304,34,6140.64,630,130,882,740,551,1
SOL-000097,37,M,conviviente,Familiar,1,Sierra,Periurbano,7344,242,Semanal,871,179,Produccion,3279,56,1442.76,450,178,1395,3183,625,0
SOL-000098,37,F,divorciado,Propia,5,Sierra,Periurbano,3016,327,Semanal,651,61,Servicios,1176,71,341.04,1050,70,755,3702,729,0
SOL-000099,38,F,casado,Familiar,4,Selva,Periurbano,7308,228,Mensual,504,1305,Servicios,10369,60,4147.6,920,127,1428,1349,602,1
SOL-000100,54,F,soltero,Propia,1,Selva,Periurbano,6363,329,Diario,577,241,Servicios,13750,63,5087.5,430,166,916,1006,379,1
SOL-000101,36,F,casado,Familiar,6,Sierra,Rural,1810,134,Mensual,1932,742,Produccion,5061,59,2075.01,1020,69,1357,2607,840,1
SOL-000102,42,M,casado,Alquilada,5,Costa,Rural,4619,52,Quincenal,1961,1846,Comercio,12383,70,3714.9,1000,124,322,768,341,1
SOL-000103,67,F,conviviente,Propia,3,Selva,Periurbano,7047,322,Mensual,1492,786,Comercio,13762,42,7981.96,740,73,1161,2792,760,1
SOL-000104,21,M,soltero,Propia,4,Selva,Rural,7537,71,Mensual,1811,1428,Transporte,14166,60,5666.4,710,147,767,2459,674,1
SOL-000105,41,M,viudo,Propia,4,Costa,Urbano,6870,223,Diario,1023,1223,Transporte,12222,72,3422.16,1070,83,290,4569,580,1
SOL-000106,63,M,conviviente,Propia,2,Costa,Periurbano,3606,211,Mensual,1286,917,Servicios,9855,32,6701.4,630,58,1338,4624,504,1
SOL-000107,44,M,casado,Alquilada,1,Selva,Urbano,962,140,Diario,170,1445,Comercio,7585,10,6826.5,490,123,514,1865,439,1
SOL-000108,52,F,conviviente,Propia,3,Costa,Urbano,5249,89,Mensual,492,241,Comercio,12799,68,4095.68,890,199,158,2852,358,1
SOL-000109,46,F,casado,Familiar,6,Selva,Rural,6282,306,Mensual,1473,779,Transporte,17700,71,5133,970,106,922,1175,686,1
SOL-000110,30,M,divorciado,Familiar,4,Selva,Rural,8146,324,Quincenal,1615,854,Produccion,5050,69,1565.5,710,85,1320,4779,783,1
SOL-000111,25,F,soltero,Alquilada,1,Selva,Rural,1341,305,Diario,450,1727,Produccion,13097,47,6941.41,350,110,394,3450,689,1
SOL-000112,46,F,viudo,Familiar,6,Selva,Urbano,7493,318,Quincenal,1487,1967,Transporte,13751,50,6875.5,1330,194,527,2636,773,1
SOL-000113,34,F,viudo,Familiar,2,Sierra,Urbano,2412,245,Semanal,1835,304,Produccion,8969,35,5829.85,670,199,117,3362,655,1
SOL-000114,68,M,divorciado,Familiar,6,Costa,Rural,6683,64,Semanal,960,681,Servicios,6962,35,4525.3,1150,126,1275,4047,693,1
SOL-000115,20,M,soltero,Propia,5,Costa,Periurbano,6675,124,Diario,988,54,Produccion,15991,52,7675.68,1130,163,195,2255,459,1
SOL-000116,69,F,soltero,Propia,4,Selva,Rural,2326,219,Quincenal,1089,1898,Comercio,8899,60,3559.6,710,94,1095,3489,661,1
SOL-000117,39,M,viudo,Alquilada,4,Selva,Rural,5505,91,Quincenal,880,144,Produccion,14556,63,5385.72,710,143,605,2103,501,1
SOL-000118,50,M,soltero,Propia,6,Sierra,Urbano,9431,141,Diario,486,1756,Comercio,4604,68,1473.28,1350,151,1185,982,357,0
SOL-000119,51,M,soltero,Alquilada,3,Sierra,Periurbano,2788,75,Quincenal,28,1297,Transporte,14798,64,5327.28,740,65,630,2889,685,1
SOL-000120,44,M,viudo,Propia,6,Selva,Urbano,3629,359,Diario,1644,1942,Servicios,6902,72,1932.56,1330,94,1312,319,634,1
SOL-000121,41,F,soltero,Propia,2,Costa,Urbano,2778,52,Quincenal,756,302,Produccion,4417,65,1545.95,710,168,1147,840,737,0
SOL-000122,21,M,divorciado,Alquilada,5,Selva,Rural,8520,69,Semanal,801,22,Transporte,4209,65,1473.15,840,173,448,4367,449,1
SOL-000123,25,M,conviviente,Propia,5,Costa,Periurbano,8305,53,Mensual,237,1150,Transporte,11387,69,3529.97,1130,61,936,4586,767,1
SOL-000124,32,F,viudo,Familiar,5,Costa,Urbano,841,302,Quincenal,1096,38,Servicios,3647,70,1094.1,1250,184,137,2117,324,0
SOL-000125,37,F,viudo,Alquilada,2,Selva,Urbano,5577,218,Diario,1199,1420,Transporte,15693,10,14123.7,640,181,478,998,418,1
SOL-000126,24,M,conviviente,Alquilada,5,Costa,Rural,1631,124,Diario,88,1896,Transporte,8009,72,2242.52,1000,192,405,1330,440,1
SOL-000127,65,M,conviviente,Familiar,2,Selva,Periurbano,7979,153,Quincenal,793,108,Comercio,5105,70,1531.5,580,55,1094,2259,442,0
SOL-000128,67,F,conviviente,Alquilada,2,Costa,Rural,3733,348,Diario,921,1723,Transporte,16707,67,5513.31,560,64,195,3468,787,1
SOL-000129,63,F,casado,Alquilada,6,Costa,Urbano,5215,331,Mensual,9,472,Produccion,15345,10,13810.5,1440,90,1035,4782,826,1
SOL-000130,39,F,casado,Alquilada,5,Costa,Periurbano,6710,225,Mensual,1464,1598,Servicios,19817,69,6143.27,1130,116,137,1920,675,1
SOL-000131,66,F,soltero,Propia,4,Costa,Urbano,7154,241,Semanal,1606,367,Produccion,12239,63,4528.43,1070,57,1314,4491,849,1
SOL-000132,25,M,soltero,Propia,6,Selva,Rural,8547,81,Semanal,642,1418,Comercio,14410,68,4611.2,970,115,179,2680,411,1
SOL-000133,20,M,viudo,Propia,2,Sierra,Periurbano,1780,32,Diario,1509,1380,Transporte,16508,40,9904.8,590,147,427,1211,312,1
SOL-000134,36,F,soltero,Propia,5,Selva,Periurbano,4441,197,Mensual,640,1544,Servicios,6005,62,2281.9,1080,126,813,3100,401,1
SOL-000135,27,M,viudo,Alquilada,5,Costa,Rural,5521,326,Mensual,1112,1167,Produccion,5496,65,1923.6,1000,177,1440,1642,683,1
SOL-000136,47,F,viudo,Familiar,2,Selva,Rural,3708,320,Quincenal,1640,1766,Transporte,19080,60,7632,470,132,1159,2273,585,1
SOL-000137,41,M,soltero,Propia,6,Sierra,Urbano,5890,116,Mensual,1451,1981,Transporte,2222,71,644.38,1350,76,478,1642,410,1
SOL-000138,61,F,casado,Alquilada,2,Sierra,Rural,9965,189,Quincenal,1600,796,Comercio,18178,15,15451.3,520,191,1132,4638,556,1
SOL-000139,49,F,conviviente,Propia,1,Sierra,Rural,4482,202,Mensual,393,1578,Transporte,5191,71,1505.39,390,51,1206,2747,378,1
SOL-000140,66,F,viudo,Propia,5,Costa,Periurbano,1031,141,Mensual,1345,1067,Transporte,14755,70,4426.5,1130,169,1235,3868,606,1
SOL-000141,31,F,soltero,Alquilada,3,Costa,Urbano,3872,273,Quincenal,1305,1015,Transporte,13961,59,5724.01,890,82,956,527,397,1
SOL-000142,42,M,viudo,Propia,1,Sierra,Rural,4824,342,Diario,82,1312,Produccion,16090,68,5148.8,390,189,1151,3554,680,1
SOL-000143,44,M,conviviente,Familiar,4,Sierra,Rural,7697,252,Mensual,1001,1110,Servicios,7634,68,2442.88,750,99,408,2814,579,1
SOL-000144,34,F,divorciado,Alquilada,1,Selva,Rural,3845,108,Mensual,70,1525,Servicios,4596,60,1838.4,350,146,849,1292,457,1
SOL-000145,35,F,divorciado,Alquilada,5,Costa,Periurbano,4595,223,Quincenal,224,1244,Produccion,5875,69,1821.25,1130,117,1345,502,534,0
SOL-000146,49,M,divorciado,Propia,4,Selva,Periurbano,9422,222,Quincenal,935,1906,Transporte,9515,75,2378.75,920,58,756,3616,597,1
SOL-000147,31,M,divorciado,Alquilada,6,Costa,Urbano,9855,111,Quincenal,1601,1308,Produccion,2165,70,649.5,1440,176,718,2908,526,0
SOL-000148,49,M,casado,Alquilada,5,Selva,Periurbano,8026,127,Quincenal,464,363,Produccion,3526,63,1304.62,1080,168,837,1295,471,0
SOL-000149,35,M,soltero,Propia,1,Selva,Periurbano,1680,346,Diario,1054,1462,Produccion,2306,73,622.62,430,149,905,1760,605,1
SOL-000150,65,F,soltero,Alquilada,2,Selva,Urbano,9027,299,Mensual,106,1819,Servicios,8890,65,3111.5,640,182,992,907,408,1
SOL-000151,31,F,casado,Alquilada,1,Costa,Rural,9448,108,Semanal,1742,1442,Servicios,15637,77,3596.51,430,72,1436,782,812,1
SOL-000152,43,M,divorciado,Alquilada,2,Costa,Rural,6007,341,Semanal,1986,418,Servicios,12738,73,3439.26,560,51,657,2041,697,1
SOL-000153,49,M,divorciado,Alquilada,1,Selva,Rural,3148,236,Diario,1566,706,Servicios,15774,30,11041.8,350,58,552,2826,436,1
SOL-000154,36,F,soltero,Familiar,4,Costa,Rural,7304,176,Mensual,1478,954,Produccion,19228,68,6152.96,840,121,145,2954,782,1
SOL-000155,29,M,divorciado,Alquilada,3,Costa,Urbano,6127,318,Quincenal,84,787,Transporte,14127,53,6639.69,890,53,1469,4443,786,1
SOL-000156,66,M,divorciado,Familiar,1,Costa,Urbano,1519,204,Semanal,911,1673,Servicios,4207,61,1640.73,550,100,1331,953,359,1
SOL-000157,35,M,casado,Familiar,6,Costa,Periurbano,7153,116,Diario,1766,1860,Transporte,4715,67,1555.95,1300,179,343,2953,802,1
SOL-000158,22,F,conviviente,Alquilada,6,Sierra,Urbano,2948,220,Diario,1591,1705,Produccion,18551,25,13913.25,1350,97,1253,1661,817,1
SOL-000159,62,F,conviviente,Familiar,3,Costa,Rural,8326,98,Mensual,1216,1009,Comercio,11192,70,3357.6,700,84,355,4020,662,1
SOL-000160,47,F,conviviente,Familiar,2,Sierra,Rural,1075,161,Diario,914,1985,Comercio,19749,71,5727.21,520,83,816,2593,762,1
SOL-000161,63,F,conviviente,Propia,2,Selva,Urbano,7887,160,Diario,302,1329,Servicios,1490,50,745,640,68,484,1514,773,1
SOL-000162,26,M,casado,Alquilada,4,Selva,Periurbano,709,266,Diario,348,1126,Comercio,1747,35,1135.55,920,66,589,4343,736,1
SOL-000163,67,M,soltero,Familiar,5,Sierra,Rural,7503,326,Semanal,424,1809,Servicios,11918,73,3217.86,890,50,867,3309,801,1
SOL-000164,41,F,divorciado,Familiar,6,Sierra,Periurbano,7141,194,Mensual,941,309,Comercio,19667,50,9833.5,1210,113,691,2996,637,1
SOL-000165,25,M,soltero,Propia,1,Selva,Urbano,7750,227,Semanal,1504,890,Transporte,12858,68,4114.56,490,106,190,4654,790,1
SOL-000166,38,F,casado,Familiar,2,Sierra,Urbano,6977,59,Quincenal,864,1530,Transporte,8675,63,3209.75,670,120,1443,4997,836,1
SOL-000167,45,M,soltero,Familiar,6,Sierra,Periurbano,1576,117,Mensual,1659,621,Comercio,10376,15,8819.6,1210,100,815,4525,479,1
SOL-000168,24,F,viudo,Familiar,2,Costa,Rural,3899,271,Diario,1621,387,Comercio,8645,70,2593.5,560,59,882,3883,746,1
SOL-000169,53,M,divorciado,Alquilada,6,Costa,Periurbano,2210,72,Mensual,591,1754,Comercio,13550,69,4200.5,1300,168,667,1722,641,1
SOL-000170,63,F,soltero,Familiar,2,Costa,Urbano,2045,184,Diario,1072,1641,Produccion,12816,65,4485.6,710,163,527,2951,618,1
SOL-000171,38,F,divorciado,Propia,4,Selva,Rural,5587,130,Diario,276,872,Transporte,6252,38,3876.24,710,53,1152,2640,645,1
SOL-000172,21,F,divorciado,Propia,4,Selva,Urbano,9695,224,Quincenal,494,1360,Produccion,18212,70,5463.6,990,56,324,4322,457,1
SOL-000173,56,M,soltero,Familiar,5,Costa,Urbano,6193,32,Diario,220,792,Transporte,6607,54,3039.22,1250,190,816,2608,637,1
SOL-000174,51,M,casado,Alquilada,5,Selva,Urbano,692,93,Semanal,408,1849,Transporte,15026,60,6010.4,1160,155,337,2263,501,1
SOL-000175,18,F,casado,Alquilada,5,Costa,Urbano,7241,153,Quincenal,1372,727,Servicios,2574,69,797.94,1250,156,808,3718,430,0
SOL-000176,56,M,viudo,Familiar,6,Sierra,Periurbano,3496,58,Diario,931,950,Servicios,6500,72,1820,1210,195,1349,1496,615,0
SOL-000177,66,F,conviviente,Propia,6,Costa,Rural,1155,291,Semanal,1954,1118,Transporte,14722,42,8538.76,1150,91,1460,2032,485,1
SOL-000178,27,F,casado,Alquilada,1,Costa,Urbano,5390,147,Semanal,1365,1136,Transporte,3984,20,3187.2,550,198,676,3947,461,1
SOL-000179,62,F,viudo,Alquilada,5,Costa,Urbano,6135,228,Diario,1369,647,Servicios,7853,42,4554.74,1250,60,147,4627,402,1
SOL-000180,66,M,conviviente,Alquilada,2,Costa,Urbano,4295,294,Diario,488,1449,Transporte,5946,69,1843.26,710,156,284,3233,648,1
SOL-000181,59,F,viudo,Familiar,5,Sierra,Rural,3787,80,Mensual,1925,1250,Servicios,16603,59,6807.23,890,160,124,2554,761,1
SOL-000182,29,M,viudo,Alquilada,4,Selva,Rural,2401,179,Semanal,1156,783,Transporte,15671,31,10812.99,710,124,404,1023,481,1
SOL-000183,41,M,soltero,Familiar,3,Costa,Rural,1222,130,Quincenal,1877,1212,Servicios,14478,75,3619.5,700,130,533,604,485,1
